전기유틸리티,가스유틸리티,복합유틸리티,독립 전력 생산 및 에너지 거래,유틸리티
대성에너지,대성에너지,삼천리,대성에너지,한전기술
한진중공업홀딩스,경동도시가스,,SK가스,
한전KPS,한진중공업홀딩스,,한전KPS,
한전산업,SK가스,,한국가스공사,
지역난방공사,한국가스공사,,삼천리,
,E1,,한전산업,
,인천도시가스,,지역난방공사,
,삼천리,,,
,대성홀딩스,,,
,지에스이,,,
